KDOE_LELANG,NAMA_PAKET,SATKER,KUALIFIKASI,METODE,EVALUASI,JENIS,TAHUN,IS_GAGAL,HPS
24128066,PEMBANGUNAN GEDUNG MUI KEC. CIPONDOH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1000000000
24126066,PEMBANGUNAN LAPANGAN FUTSAL PAKET 3,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,299800000
24125066,PEMBANGUNAN LAPANGAN FUTSAL PAKET 2,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,299800000
24124066,PEMBANGUNAN LAPANGAN FUTSAL PAKET 1,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,299800000
24122066,PEMBANGUNAN LAPANGAN FUTSAL PAKET 5 ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,299800000
24121066,PEMBANGUNAN LAPANGAN FUTSAL PAKET 4 ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,299800000
24120066,PEMBANGUNAN GEDUNG MUI KEC. BENDA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1000000000
24119066,PEMBANGUNAN GOR TANAH TINGGI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3000000000
24118066,PEMBANGUNAN SARANA DAN PRASARANA OUTDOOR VENUE PORPROV,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,7000000000
24117066,PENGADAAN DAN PEMASANGAN WARNING LIGHT ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,358200000
24115066,BELANJA JARINGAN KABEL PEMELIHARAAN PENERANGAN JALAN UMUM,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,428800000
24113066,PENELITIAN 7 ( PENELITIAN BIDANG PEMBANGUNAN DAERAH),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,208100000
24111066,PENINGKATAN JALAN MAULANA HASANUDIN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,2100000000
24110066,PENYEMPURNAAN STADION BENTENG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3100000000
24108066,PEMBANGUNAN LOOP RAWA BOKOR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,2900000000
24107066,PERENCANAAN RSUD TYPE D,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,295200000
24106066,PENYEMPURNAAN GOR TAMAN ELANG RW.16 KEL PERIUK,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,432200000
24105066,PENGADAAN OBAT NON E-KATALOG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,1,777000000
24104066,PENINGKATAN JL. LINGK. RW 01 DSK KEL. CIPADU,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,974200000
24103066,"PENINGKATAN JL. LINGK. JL. PLERED RT 01, 02, 03 RW 11 DSK KEL. PEDURENAN",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,318500000
24102066,PENINGKATAN JL. LINGK. PONDOK SURYA RW 11 DSK KEL. KARANG TENGAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,694600000
24101066,PENINGKATAN JL. LINGK. GG. H. SAMAD RT 05 RW 02 DSK KEL. KARANG MULYA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,272800000
24100066,PENINGKATAN JL. LINGK. JL. DUKUH II RT 06 RW 03 DSK KEL. NEROKTOG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,548600000
24099066,BELANJA MODAL BANGUNAN GEDUNG UNTUK BENGKEL/HANGGAR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,334600000
24098066,PEMBANGUNAN COMMUNITY CENTER KEL. CIPONDOH MAKMUR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,463100000
24096066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. HOS COKROAMINOTO ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,1,1200000000
24095066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. MH THAMRIN (LANJUTAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,1,1300000000
24094066,PENINGKATAN JL. LINGK. JL. PEMBANGUNAN II DSK KEL. PORIS PLAWAD UTARA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,297300000
24093066,PEMELIHARAAN/REHABILITASI GAPURA/DEKORASI BATAS KOTA JL. PRABU SILIWANGI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,1,562900000
24092066,PENINGKATAN JL. LINGK. JL. KH. ARDJALI RT 001 RW 005 DSK KEL. KERONCONG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,340000000
24091066,PENINGKATAN JL. LINGK. JALAN KEAMANAN RW 02 DSK KEL. KEBON BESAR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,502500000
24090066,PENINGKATAN JL. LINGK. RT 04 RW 01 DSK KEL. PORIS GAGA BARU,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,234400000
24089066,PEMBANGUNAN RSUD JURUMUDI BARU ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,20000000000
24088066,PENINGKATAN JL. LINGK. RT 01 RW 10 DSK KEL. BELENDUNG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,308900000
24087066,PENINGKATAN JL. LINGK. BUGEL MAS INDAH JL. BESI III RT 06 RW 04 DSK KEL. BUGEL,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,271100000
24084066,SEWA ALAT BERAT ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,6400000000
24083066,PEMASANGAN ZONA SELAMAT SEKOLAH (ZOSS),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,213900000
24082066,REHABILITASI DAN PEMELIHARAAN PAGAR PENGAMAN ( GUADRIL ),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,202500000
24081066,"BELANJA MODAL RAMBU-RAMBU LALU LINTAS DARAT LAINNYA (ANGKUR TIANG, CERMIN TIKUNG, DAN RAMBU LALU LINTAS) ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,258700000
24080066,PEMBANGUNAN COMMUNITY CENTER KEL. PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,463200000
24079066,BELANJA BAHAN BAKU MARKA FASILITAS PERLENGKAPAN JALAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,374700000
24078066,PENINGKATAN TROTOAR BATAS KOTA JL. GATOT SUBROTO,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1100000000
24077066,BELANJA MODAL RAMBU-RAMBU LALU LINTAS DARAT LAINNYA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,532700000
24075066,MASTERPLAN PJU,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,205000000
24074066,PEMBANGUNAN SALURAN DRAINASE GORONG-GORONG SODETAN JL.UTAMA CILEDUG INDAH 2 KEL. PEDURENAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,435900000
24073066,PEMERIKSAAN JASA LABORATORIUM KEGIATAN PENYELESAIAN PENGADUAN MASYARAKAT DI BIDANG PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP (PPLH) KABUPATEN/KOTA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,313200000
24071066,PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. CILEDUK DAN PEMBANGUNAN JARINGAN DAN INSTALASI PJU KEC. LARANGAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,271600000
24067066,EVALUASI KINERJA ANGKUTAN UMUM,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,151000000
24066066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 02 DAN RW. 03 KEL. KERONCONG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,564200000
24064066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 02 KEL. CIBODAS BARU ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,316900000
24063066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 03 KEL. GEBANG RAYA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,750400000
24062066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG KOMPLEK BANGUN REKSA RW. 06 KEL. PONDOK PUCUNG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,431000000
24060066,PERBAIKAN WARNING LIGHT,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2022,0,203600000
24058066,BELANJA PAKAIAN DINAS LAPANGAN (PDL) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,347300000
24056066,RENCANA TEKNIS MANAJEMEN REKAYASA LALU LINTAS,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,230800000
24055066,"PENGADAAN, PEMASANGAN POMPA LISTRIK DAN INSTALASI ME KAPASITAS 300 LITER/DETIK KECAMATAN PERIUK ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,384100000
24054066,PENGADAAN POMPA MOBILE CENTRIFUGAL KAPASITAS 6,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,545000000
24053066,"PENGADAAN, PEMASANGAN POMPA LISTRIK DAN INSTALASI ME KAPASITAS 300 LITER/DETIK PERUMAHAN DUREN VILLA ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,384100000
24052066,"PENGADAAN, PEMASANGAN POMPA LISTRIK DAN INSTALASI ME KAPASITAS 300 LITER/DETIK PERUMAHAN PURI KARTIKA ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,384100000
24051066,PENGADAAN DAN PEMASANGAN POMPA LISTRIK DAN INSTALASI ME KAPASITAS 67 LITER/DETIK PERUMAHAN NILA CANDI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,216400000
24050066,"PENGADAAN, PEMASANGAN POMPA LISTRIK DAN INSTALASI ME KAPASITAS 300 LITER/DETIK PERUMAHAN PINANG GRIYA ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2022,0,384100000
24049066,PENGAWASAN PEMBANGUNAN RSUD JURUMUDI BARU,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA KONSTRUKSI,2022,0,447000000
24047066,PEMBANGUNAN PERPUSTAKAAN SDN PORIS GAGA 3,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1000000000
24045066,REHABILITASI SEDANG/BERAT GEDUNG CISADANE,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,350000000
24041066,PENGADAAN RAMBU PENUNJANG MRLL ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,219700000
24039066,PEMBANGUNAN TROTOAR JL. BENTENG BETAWI (JL. MAULANA HASANUDIN - TERMINAL PORIS),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,963600000
24038066,PEMBANGUNAN TROTOAR JL. BENTENG BETAWI (ARAH KE MAULANA HASANUDIN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1600000000
24037066,PEMBANGUNAN TROTOAR JL. ARYA KEMUNING,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,918400000
24036066,PENINGKATAN JALAN SISI KIRI SP SEMANAN (LANJUTAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3500000000
24035066,PENINGKATAN JALAN PONDOK KACANG KEC. CILEDUG (PERGESERAN TA. 2021),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1600000000
24034066,PENGAWASAN PEMBANGUNAN SARANA DAN PRASARANA OUTDOOR VENUE PORPROV,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA NON KONSTRUKSI,2022,0,348200000
24033066,PENINGKATAN JALAN MARSEKAL SURYADARMA (DAK 2022),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3400000000
24032066,PEMBANGUNAN TROTOAR JL. BERINGIN (SHINTA - KAVLING PEMDA),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1600000000
24031066,PENINGKATAN JALAN KIHAJAR DEWANTORO KEC. CIPONDOH (LANJUTAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1200000000
24030066,PENINGKATAN JALAN KALI PERANCIS (LANJUTAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,5900000000
24029066,PENINGKATAN JALAN IMAM BONJOL LANJUTAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,7000000000
24028066,PENINGKATAN JALAN GARUDA KEC. BATU CEPER (LANJUTAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,546900000
24027066,PEMBANGUNAN JALAN BLOK TEKO (TRASE PEMBANGUNAN 3 - ADISUCIPTO),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,4300000000
24026066,PEMBANGUNAN TROTOAR JL. BOROBUDUR (PRAMBANAN - MENDUT RAYA),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1300000000
24025066,PENINGKATAN JL. HUSEN SASTRANEGARA (BANTUAN KEUANGAN PROV. BANTEN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3000000000
24024066,PENINGKATAN JL. BOURAQ/LIO BARU (BANTUAN KEUANGAN PROV. BANTEN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,7000000000
24023066,PENINGKATAN TROTOAR JALAN PROKLAMASI (SHINTA - MERDEKA),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1600000000
24022066,PEMBANGUNAN JEMBATAN KALI BAWAH 2 (AKSES KELUAR GOR),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1200000000
24021066,PENINGKATAN TROTOAR JALAN PERINTIS KEMERDEKAAN (TAMAN GAJAH - BINTANG) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,920300000
24020066,PENINGKATAN TROTOAR JALAN KISAMAUN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1900000000
24019066,PEMBANGUNAN JEMBATAN KALI BAWAH 1 (AKSES MASUK GOR),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1200000000
24018066,PENINGKATAN TROTOAR BATAS KOTA JL. M. H. THAMRIN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,873700000
24017066,PENINGKATAN JL. LINGK. KOMP. GRIYA KENCANA 2 DSK,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1800000000
24016066,PENGGANTIAN JEMBATAN KALI PERANCIS,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,9900000000
24013066,PEMBANGUNAN JEMBATAN JL. H. MANSYUR ( LOOP PONDOK BAHAR ),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3200000000
24012066,PEMBANGUNAN TROTOAR JL. CEMARA RAYA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,963900000
24011066,PEMBANGUNAN TROTOAR JL. TEUKU UMAR (MCD SHINTA - JEMBATAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,281100000
24010066,PEMBANGUNAN TROTOAR JL. TEUKU UMAR (IMAM BONJOL - PLAZA SHINTA),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,847400000
24009066,PEMBANGUNAN JEMBATAN PENATAAN SIMPANG H. MANSYUR SYPHON DEWANTORO (SISI BARAT),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,3200000000
24008066,PENGGANTIAN JEMBATAN JL. MAULANA HASANUDIN GG. PESANTREN DARUSSALAM,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,405900000
24007066,PEMBANGUNAN TROTOAR JL. SILIWANGI (SDN 5 KERONCONG - CAPLANG),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,TENDER,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2022,0,1000000000
